title,year,km,currency,price,location,link,ratio,model,type
Bmw X5 3.0 Xdrive 35i Executive 306cv,2016,48000,U$S,58000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-922010940-bmw-x5-35i-4x4-2016-_JM#position=11&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,72",,
Bmw X3 3.0 X3 Xdrive 35i M Package 306cv,2017,70000,U$S,39900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918627595-bmw-x3-30-x3-xdrive-35i-m-package-306cv-2017-1-mano-_JM#position=29&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"0,72",,
Bmw Serie 4 3.0 440i Gran Coupe M Package 326cv,2017,56000,U$S,49900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920688795-bmw-440-grancoupe-_JM#position=6&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"0,72",440,i
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,71653,U$S,39000,Villa Allende - Córdoba,https://auto.mercadolibre.com.ar/MLA-918118404-bmw-x1-xdrive-25i-xline-_JM#position=28&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,72",,
Bmw X1 Sdrive 18i,2018,80000,U$S,35000,Lomas de Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-911602474-bmw-x1-sdrive-18i-_JM#position=25&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"0,72",,
Bmw X5 4.8 Is Premium Stept,2008,120000,U$S,23225,General Rodríguez - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921937542-bmw-x5-48-is-premium-stept-2008-_JM#position=47&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"0,72",,
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2017,80000,U$S,35000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-915899710-bmw-xi-sdrive-20i-192cv-_JM#position=31&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"0,72",,
Bmw Serie M 3.0 M4 560cv,2016,33000,U$S,85000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-906275596-bmw-m4-coupe-30-560-cv-_JM#position=20&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,72",,
Bmw Serie 5 528i,2012,140000,U$S,20000,Necochea - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-919295320-bmw-serie-5-528i-_JM#position=12&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,72",528,i
Bmw 528i 528i,2011,140000,U$S,20000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-912087984-bmw-528-i-_JM#position=13&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,72",528,i
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2010,80000,U$S,35000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-919643704-bmw-x6-sportive-2010-_JM#position=47&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,72",,
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2009,100000,U$S,28000,Funes - Santa Fe,https://auto.mercadolibre.com.ar/MLA-915903626-bmw-x6-_JM#position=32&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,72",,
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2012,110000,U$S,25500,Corrientes - Corrientes,https://auto.mercadolibre.com.ar/MLA-847907059-bmw-x3-xdrive-35i-2012-impecable-sin-detalles-_JM#position=40&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,72",,
Bmw X5 3.0 Xdrive 35i Executive 306cv,2011,64000,U$S,43900,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-865314931-bmw-x5-30-xdrive-35i-executive-306cv-_JM#position=45&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"0,72",,
Bmw Serie 1 3.0 M Coupe 340cv,2012,40300,U$S,69900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-882865649-bmw-1m-2012-mt-_JM#position=32&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"0,71",,
Bmw Serie 3 2.0 328i Luxury 245cv,2013,120000,U$S,23500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920337390-bmw-serie-3-20-328i-luxury-245cv-2013-_JM#position=5&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,71",328,i
Bmw Serie 5 3.0 535ia Executive 306cv,2014,83488,U$S,33800,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-886508612-bmw-535-i-_JM#position=35&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"0,71",535,i
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2013,59000,U$S,47900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919428050-bmw-x6-_JM#position=6&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,71",,
Bmw Serie 3 3.0 335i Sedan M Package 306cv,2014,95000,U$S,30000,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921453635-bmw-serie-3-30-335i-sedan-m-package-306cv-2014-inmaculado-_JM#position=28&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"0,71",335,i
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2011,89000,U$S,32000,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918259986-bmw-serie-1-25-135i-coupe-sportive-306cv-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,71",135,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,120000,U$S,23800,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919067636-bmw-328-i-_JM#position=39&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"0,70",328,i
Bmw Serie M 5.0 M5 M Sport,2006,67000,U$S,42500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-896463797-bmw-serie-m-2006-50-m5-m-sport-_JM#position=35&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"0,70",,
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2012,108000,U$S,26451,Azul - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-919470154-bmw-x3-30-x3-xdrive-35i-executive-306cv-2012-_JM#position=33&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,70",,
Bmw Serie 3 2.0 328i Luxury 245cv,2013,106000,U$S,27000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-874920922-bmw-serie-3-20-328i-luxury-245cv-2013-_JM#position=11&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"0,70",328,i
Bmw X1 2.0 Sdrive 25i Xline 231cv,2016,91000,U$S,31500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921115017-bmw-x1-20-sdrive-25i-xline-231cv-_JM#position=23&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,70",,
Bmw X5 3.0 Si Executive,2009,143000,U$S,20000,Lincoln - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-921412977-bmw-x5-x-drive-30i-7-asientos-_JM#position=17&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"0,70",,
Bmw Serie 5 3.0 530ia Executive 258cv,2011,189000,U$S,15161,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919443281-bmw-serie-5-30-530ia-executive-258cv-2011-_JM#position=13&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"0,70",530,i
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,156000,U$S,18387,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919099039-bmw-x3-20-xdrive-20i-executive-184cv-2013-_JM#position=34&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,70",,
Bmw X5 3.0 Xdrive 35i Executive 306cv,2012,90000,U$S,31935,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-916711088-bmw-x-5-_JM#position=23&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"0,70",,
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2009,115000,U$S,25000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914288809-bmw-335i-coupe-motor-n54-y-caja-dkg-7-pocas-de-este-tipo-_JM#position=32&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"0,70",335,i
Bmw X5 4.8 Is Premium Stept,2008,144000,U$S,20000,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-920777800-impecable-bmw-x5-48i-premier-ano-2008-con-solo-144000-km--_JM#position=29&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,70",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2010,85000,U$S,34000,Caseros - Santa Fe,https://auto.mercadolibre.com.ar/MLA-921621155-bmw-135i-600hp-_JM#position=26&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"0,70",135,i
Bmw Serie M 4.0 M3 Coupe 420cv,2009,49000,U$S,59000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919481210-bmw-serie-m-40-m3-coupe-420cv-2009-_JM#position=14&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,69",,
Bmw X5 3.0 Xdrive 35i 306cv Pure Excellence,2017,44000,U$S,66000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-886293599-bmw-x5-30-xdrive-35i-306cv-pure-excellence-2017-_JM#position=44&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"0,69",,
Bmw X6 4.4 M 555cv,2010,69000,U$S,42000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913711151-bmw-x6-m-44-2010-gpdevoto-_JM#position=47&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,69",,
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2018,60000,U$S,48500,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-906024981-bmw-serie-4-20-430i-gran-coupe-sportline-252cv-2018-_JM#position=21&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"0,69",430,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,125000,U$S,23225,Villa María - Córdoba,https://auto.mercadolibre.com.ar/MLA-918111419-bmw-serie-3-20-328i-sedan-sport-245cv-_JM#position=20&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,69",328,i
Bmw Serie 3 325i Cabriolet,1996,161000,U$S,17900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920054487-bmw-325i-cabriolet-at-1995-161000-kms-_JM#position=16&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"0,69",325,i
Bmw Serie 6 645 Ci,2005,145000,U$S,20000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919433786-bmw-serie-6-645-ci-_JM#position=35&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"0,69",,
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2018,76000,U$S,38500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918169390-bmw-x1-20-sdrive-20i-sportline-192cv-2018-_JM#position=35&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"0,69",,
Bmw X4 3.0 Xdrive 35i 306cv M Package,2016,61000,U$S,48000,Yerba Buena - Tucumán,https://auto.mercadolibre.com.ar/MLA-885767919-bmw-x4-30-xdrive-35i-306cv-m-package-2016-_JM#position=27&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"0,69",,
Bmw X1 2.0 Sdrive 25i Xline 231cv,2016,84000,U$S,34900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921334988-bmw-x1-20-xdrive-25i-231cv-autoferro-bmw-_JM#position=2&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"0,69",,
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,73100,U$S,40161,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-910082391-bmw-x1-20-sdrive-25i-xline-231cv-2017-_JM#position=16&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"0,69",,
Bmw Serie M 5.0 M5 M Sport,2006,73000,U$S,40000,Chilecito - La Rioja,https://auto.mercadolibre.com.ar/MLA-917573214-bmw-serie-m-50-m5-m-sport-2006-_JM#position=43&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"0,69",,
Bmw Serie M 4.0 M3 Coupe 420cv,2008,65000,U$S,45000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-914866792-bmw-m3-coupe-_JM#position=6&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"0,69",,
Bmw Serie 5 3.0 Gran Turismo 535i 306cv Stept,2010,134000,U$S,21900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-903325459-bmw-serie-5-30-gran-turismo-535i-306cv-stept-2010-_JM#position=16&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"0,68",535,i
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2010,70000,U$S,41935,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-903317843-bmw-x6-30-xdrive-35i-sportive-306cv-2010-_JM#position=14&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"0,68",,
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2013,98000,U$S,30000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-905993310-bmw-x3-30-x3-xdrive-35i-executive-306cv-2013-_JM#position=26&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,68",,
Bmw Serie 1 3.0 130i M Sport Package,2008,133537,U$S,22000,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-877196340-bmw-130i-m-2008-negro-_JM#position=46&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"0,68",130,i
Bmw X4 2.0 Xdrive 28i Xline 245cv,2016,59000,U$S,49999,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-896103198-gd-motors-bmw-x4-28i-ano-2016-59000-km-serv-of-unico-dueno-_JM#position=23&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,68",,
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2014,139000,U$S,21283,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917038691-bmw-serie-3-20-328i-sedan-sport-245cv-2014-_JM#position=19&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"0,68",328,i
Bmw X5 3.0 Si Executive,2010,170000,U$S,17419,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-913492792-bmw-x5-30-si-executive-2010-_JM#position=35&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"0,68",,
Bmw Serie 3 2.0 320i Sedan Executive,2009,328000,U$S,9032,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919836436-bmw-serie-3-20-320i-sedan-executive-2009-_JM#position=38&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,68",320,i
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2009,149000,U$S,19900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918879508-bmw-335i-coupe-bi-turbo-triptonic-_JM#position=9&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,68",335,i
Bmw Serie 1 125i M 3.0,2010,140000,U$S,21283,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917347660-bmw-serie-1-125i-m-30-_JM#position=10&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"0,67",125,i
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2017,65000,U$S,46000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918114354-bmw-serie-4-20-430i-gran-coupe-sportline-252cv-2017-_JM#position=18&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,67",430,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,126000,U$S,23700,General Roca - Río Negro,https://auto.mercadolibre.com.ar/MLA-919621673-bmw-328i-2013-_JM#position=32&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,67",328,i
Bmw X1 25i Xdrive,2017,70000,U$S,42900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-911204219-bmw-x1-25i-xdrive-2017-blindada-rb3-_JM#position=36&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,67",,
Bmw Serie 1 3.0 M Coupe 340cv,2012,40000,U$S,75000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920372149-bmw-1m-serie-1-30-m-coupe-340cv-2012-m1-_JM#position=20&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"0,67",,
Bmw X5 3.0 Xdrive 35i Executive 306cv,2011,120000,U$S,25000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-915321223-bmw-x5-30-xdrive-35i-executive-306cv-2011-_JM#position=31&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,67",,
Bmw X6 X6 3.5 V6 Biturbo,2010,80000,U$S,37500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-897706766-bmw-x6-x6-35-v6-biturbo-_JM#position=34&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"0,67",,
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2010,80000,U$S,37500,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-881676145-bmw-x6-30-xdrive-35i-sportive-306cv-2010-_JM#position=41&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"0,67",,
Bmw X6 3.5 V6 Biturbo,2010,80000,U$S,37500,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-881673404-bmw-x6-35-v6-biturbo-_JM#position=18&search_layout=grid&type=item&tracking_id=fb8742ea-fdfa-4447-b6b8-63e728ce897e,"0,67",,
Bmw X1 20d Xdrive,2010,180000,U$S,16709,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-883804779-bmw-x1-20d-xdrive-2010-_JM#position=46&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,67",,
Bmw X5 4.8 4.8l Premium Stept,2007,112000,U$S,26900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-886077673-bmw-x5-48-48l-premium-stept-2007-_JM#position=48&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"0,67",,
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2010,120000,U$S,25161,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-912005751-bmw-x6-30-x-drive-35i-sportive-_JM#position=15&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,67",,
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2013,96000,U$S,31500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916755255-bmw-x3-30-x3-xdrive-35i-executive-306cv-_JM#position=25&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,67",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,89000,U$S,34000,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920082025-bmw-135i-_JM#position=32&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"0,67",135,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,138000,U$S,21935,Almirante Brown - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-918540312-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=16&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,67",328,i
Bmw Serie 5 3.0 535i Sedan M Package 306cv,2016,96000,U$S,31612,Centenario - Neuquén,https://auto.mercadolibre.com.ar/MLA-914307860-bmw-535i-pack-m-_JM#position=31&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,66",535,i
Bmw X5 3.0 Xdrive 35i Executive 306cv,2011,92000,U$S,33000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-912931888-bmw-x5-35i-executive-x-drive-2011-financiamos-_JM#position=21&search_layout=grid&type=item&tracking_id=fb8742ea-fdfa-4447-b6b8-63e728ce897e,"0,66",,
Bmw Serie 5 3.0 530ia Executive 258cv,2013,160000,U$S,19000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918932981-bmw-530-i-2013-_JM#position=7&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"0,66",530,i
Bmw Serie 3 328i,2013,161000,U$S,18900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-906814658-bmw-328i-_JM#position=36&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"0,66",328,i
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,2013,118000,U$S,25806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918378903-bmw-serie-3-30-335i-sedan-m-package-at-306cv-2013-_JM#position=25&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,66",335,i
Bmw Z4 3.0 Sdrive30i 258cv,2012,58700,U$S,51900,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-877393605-bmw-z4-30i-2012-_JM#position=9&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"0,66",,
Bmw Serie 3 2.0 328i Sedan,1996,202000,U$S,15000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-918584615-bmw-serie-3-20-328i-sedan-1996-_JM#position=19&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"0,66",328,i
Bmw X6 35i,2010,104000,U$S,29354,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916327988-bmw-x6-30-xdrive-35i-sportive-306cv-_JM#position=26&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"0,66",,
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2016,88000,U$S,34800,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920424520-bmw-serie-3-30-330i-sedan-sport-line-252cv-2016-_JM#position=21&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"0,66",330,i
Bmw Serie M 3.0 M4 560cv,2019,26100,U$S,118000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-919116604-bmw-serie-m-30-m4-560cv-2019-_JM#position=3&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"0,66",,
Bmw Serie 3 1.6 318 Cabriolet,1991,95000,U$S,32000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918924331-bmw-serie-3-16-318-cabriolet-1991-_JM#position=8&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"0,65",,
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2012,150000,U$S,20500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915230876-bmw-x3-30-x3-xdrive-35i-executive-306cv-_JM#position=37&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,65",,
