title,year,km,currency,price,location,link,ratio,model,type
Bmw X3 2.0 Xdrive 30i Executive,2019,42000,U$S,60000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-919309503-bmw-x3-2019-20-xdrive-30i-executive-_JM#position=3&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"0,80",,
Bmw Serie 1 2.0 118d Sport 143cv,2013,120000,U$S,20967,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-908226810-bmw-serie-1-120d-20-sport-_JM#position=36&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,80",118,d
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2017,57500,U$S,43870,San Juan Capital - San Juan,https://auto.mercadolibre.com.ar/MLA-898140697-bmw-serie-4-20-430i-gran-coupe-sportline-252cv-2017-_JM#position=25&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"0,80",430,i
Bmw 125 D Sedan 5 Puertas,2014,90000,U$S,28000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919423393-bmw-125-ddiesel-ano-2014-unico-duenoexcelente-estado-_JM#position=14&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,80",,
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,120000,U$S,21000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-917919123-bmw-328i-sport-2013-_JM#position=42&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,80",328,i
Bmw Serie 5 3.0 Gran Turismo 535i 306cv Stept,2010,149000,U$S,16900,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921798283-bmw-serie-5-30-gran-turismo-535i-306cv-stept-2010-_JM#position=33&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,80",535,i
Bmw Serie M 3.0 M4 560cv,2018,22000,U$S,115000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-840214494-bmw-m4-30-560cv-_JM#position=1&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"0,80",,
Bmw Serie 3 3.0 335i Coupe Sportive At 306cv,2010,90000,U$S,28000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916567334-bmw-serie-3-30-335i-coupe-sportive-at-306cv-2010-_JM#position=33&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"0,80",335,i
Bmw Serie 1 3.0 130i M Sport Package,2008,140000,U$S,18000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920937711-bmw-serie-1-30-130i-m-sport-package-2008-_JM#position=16&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"0,80",130,i
Bmw Serie 1 3.0 130i M Sport Package,2006,158000,U$S,15950,Florencio Varela - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-871521954-bmw-serie-1-30-130i-m-sport-package-265hp-_JM#position=48&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"0,80",130,i
Bmw X5 4.8 Is Premium Stept,2008,135000,U$S,18709,Neuquén - Neuquén,https://auto.mercadolibre.com.ar/MLA-913409255-bmw-x5-48-is-premium-stept-2008-_JM#position=7&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,80",,
Bmw Serie 3 3.0 330i Sedan Executive,2011,169000,U$S,14990,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920188246-bmw-330i-30-executive-aut-2011-dissano-automotores-_JM#position=12&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"0,79",330,i
Bmw Serie 3 3.0 330i Sedan Executive,2012,131000,U$S,19354,Junín - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-920572373-bmw-330i-automatico-2012-_JM#position=13&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"0,79",330,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2014,102000,U$S,24903,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-904800010-bmw-328i-_JM#position=38&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,79",328,i
Bmw X1 2.0 Sdrive 20d Active 177cv,2011,141000,U$S,18000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914030562-bmw-x1-20-sdrive-20d-active-177cv-2011-_JM#position=40&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"0,79",,
Bmw Serie 1 2.5 125i Coupe Sport,2010,145000,U$S,17500,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-918145248-bmw-serie-1-25-125i-coupe-sport-2010-_JM#position=27&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"0,79",125,i
Bmw Serie 3 2.0 320i Sedan 184cv,2013,135000,U$S,18900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-880764353-bmw-320i-_JM#position=3&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,79",320,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2014,93000,U$S,27500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-902162270-bmw-328-sport-_JM#position=42&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"0,79",328,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,99000,U$S,25900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917957047-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=14&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"0,79",328,i
Bmw X5 L,2008,125000,U$S,20500,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-911518318-bmw-x5-v8-48-125000km-modelo-2008-carwestok-_JM#position=20&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"0,78",,
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2008,135000,U$S,19000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-920369203-bmw-serie-3-30-335i-coupe-sportive-306cv-2008-_JM#position=42&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"0,78",335,i
Bmw X1 1.8 Xline,2018,60000,U$S,43000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-920652358-bmw-x1-18-xline-_JM#position=1&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,78",,
Bmw Serie 5 3.0 530ia Executive 258cv,2011,160000,U$S,16129,Tunuyán - Mendoza,https://auto.mercadolibre.com.ar/MLA-918217484-bmw-serie-5-30-530ia-executive-258cv-2011-_JM#position=37&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"0,78",530,i
Bmw X6 3.0 Xdrive 35i Sportive 306cv,2012,63000,U$S,41000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919117282-bmw-x6-30-xdrive-35i-sportive-306cv-2012-_JM#position=25&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"0,78",,
Bmw Serie 5 528i,2011,123000,U$S,21000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-907314454-bmw-528-i-_JM#position=17&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,78",528,i
Bmw X3 2.0 Xdrive 28i Xline 245cv,2016,59000,U$S,43900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921803871-bmw-x3-28i-2016-4x4-at-abasto-motors-_JM#position=25&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,78",,
Bmw X5 3.0 Si Executive,2008,129000,U$S,20000,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920878013-bmw-_JM#position=31&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"0,78",,
Bmw X3 2.0 Xdrive 28i Xline 245cv,2016,72000,U$S,36000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-903621996-bmw-x3-xdrive-28i-2016-gpdevoto-_JM#position=8&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"0,78",,
Bmw X5 3.0 Xdrive 35i Executive 306cv,2013,74000,U$S,35000,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-908587620-bmw-x5-xdrive-35i-2013-unica-de-verdad-copc-_JM#position=17&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"0,78",,
Bmw X4 3.0 Xdrive 35i 306cv M Package,2016,50000,U$S,52000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-901989469-bmw-x4-35i-m-_JM#position=34&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"0,78",,
Bmw X5 4.8 Is Premium Stept,2008,116000,U$S,22500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921418147-bmw-x5-48-2008-_JM#position=30&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"0,77",,
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2008,145000,U$S,18000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-920877725-bmw-serie-3-30-335i-coupe-sportive-306cv-2008-_JM#position=15&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"0,77",335,i
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2012,110000,U$S,23838,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921877257-bmw-x3-35-xdrive-_JM#position=33&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"0,77",,
Bmw Serie 3 3.0 330i Sedan Executive,2012,150000,U$S,17500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919967653-bmw-serie-3-30-330i-sedan-executive-2012-_JM#position=19&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"0,77",330,i
Bmw X5 3.5i Xdrive At,2012,75000,U$S,35000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-913486512-bmw-x5-2012-_JM#position=46&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"0,77",,
Bmw Serie 1 2.0 118d Sport 143cv,2013,139000,U$S,18900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913670080-bmw-118d-118-d-2013-sport-abasto-motors-_JM#position=24&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,77",118,d
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2015,85000,U$S,30950,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918094610-bmw-x3-2014-_JM#position=25&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,77",,
Bmw 635 Csi Coupe,1979,123100,U$S,21000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918120511-bmw-635-csi-coupe-_JM#position=7&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"0,77",,
Bmw Serie 3 2.0 320i Sedan Executive,2016,98000,U$S,27000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-917164231-bmw-serie-3-20-320i-sedan-executive-2016-_JM#position=17&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"0,76",320,i
Bmw Serie 3 2.0 320i Sedan Executive,2010,195000,U$S,13548,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-908952860-bmw-serie-3-20-320i-sedan-executive-_JM#position=45&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"0,76",320,i
Bmw X1 2.0 Sdrive 20d Active 177cv Manual,2010,197000,U$S,13483,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-915510888-bmw-x1-2010-20-sdrive-20d-active-177cv-manual-_JM#position=22&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"0,76",,
Bmw Serie 6 4.8 650 Ci Coupe Premium Stept,2007,76000,U$S,35000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920671211-bmw-650i-v8-50-ltros-soy-titular-km-76000-realesunica-_JM#position=12&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"0,75",,
Bmw X3 2.0 Xdrive 28i Xline 245cv,2016,77450,U$S,34500,La Plata - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-914109685-mw-x3-20-xdrive-28i-xline-245cv-_JM#position=30&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,75",,
Bmw Serie 3 3.0 335i Coupe Executive,2007,110000,U$S,24193,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918103522-bmw-335i-coupe-executive-n54-_JM#position=37&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"0,75",335,i
Bmw X3 3.0 X3 D Executive,2008,180600,U$S,14774,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921045850-bmw-x3-30d-executive-steptronic-2008-_JM#position=35&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"0,75",,
Bmw Serie 3 2.0 320i Sedan Executive,2017,99300,U$S,27000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920201848-bmw-320-inmaculado-primer-dueno-_JM#position=26&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"0,75",320,i
Bmw X5 3.0 Xdrive 35i Executive 306cv,2012,66900,U$S,40000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914899352-bmw-x5-30-xdrive-35i-executive-anticipo-y-cuotas-_JM#position=10&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"0,75",,
Bmw Serie 5 3.0 525d Executive 218cv,2014,84000,U$S,32000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-918179177-bmw-serie-5-30-525d-executive-218cv-2014-_JM#position=38&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"0,75",525,d
Bmw Serie 3 325 I At,2010,160000,U$S,16774,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-897044987-bmw-serie-3-2010-_JM#position=40&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,75",,
Bmw Serie 5 5.0 550i Premium Stept,2007,180000,U$S,14900,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919970491-bmw-serie-5-2007-50-550i-premium-stept-_JM#position=6&search_layout=grid&type=item&tracking_id=a6d33447-86f7-4808-901e-50358937623f,"0,75",550,i
Bmw Serie 5 3.0 535ia Executive 306cv,2012,108000,U$S,24900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921829066-bmw-serie-5-535i-30l-twin-power-turbo-306cv-2012-_JM#position=17&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"0,75",535,i
Bmw X3 3.0 X3 Xdrive 35i Executive 306cv,2012,100000,U$S,26900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-840250282-bmw-x3-30-xdrive-35i-executive-306cv-2012-_JM#position=8&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"0,75",,
Bmw Serie 3 3.0 330 Ci Coupe Club Sport Ln,2006,149000,U$S,18000,Caseros - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918600220-bmw-serie-3-30-330-ci-coupe-club-sport-ln-2006-_JM#position=46&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"0,75",,
Bmw Serie 4 3.0 435i M Package 306cv Gran Coupe,2016,65000,U$S,41500,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-907430280-bmw-435i-gran-coupe-ano-2016-bell-motors-_JM#position=5&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"0,75",435,i
Bmw X4 2.0 Xdrive 28i Xline 245cv,2016,54000,U$S,50000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919130230-bmw-x4-20-xdrive-28i-xline-245cv-_JM#position=27&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"0,75",,
Bmw Serie 2 3.0 240i M Package,2017,51000,U$S,52999,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920365569-bmw-serie-2-30-240i-m-package-2017-_JM#position=15&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"0,75",240,i
Bmw Serie 5 2.5 523ia 204cv,2012,112000,U$S,24096,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921733587-bmw-523-i-l12-2012-_JM#position=28&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"0,75",523,i
Bmw Bmw 523 I L12 Bmw 523 I L12,2012,112000,U$S,24096,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-917560560-bmw-523-i-l12-2012-_JM#position=27&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,75",,
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,2013,82000,U$S,33000,Corrientes - Corrientes,https://auto.mercadolibre.com.ar/MLA-916311930-bmw-serie-3-30-335i-sedan-m-package-at-306cv-2013-_JM#position=19&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"0,74",335,i
Bmw X1 2.0 Sdrive 20i Active 184cv,2013,150000,U$S,18064,General Madariaga - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-921935310-bmw-x1-20-sdrive-20i-active-184cv-2013-_JM#position=42&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"0,74",,
Bmw X5 3.0 I Executive Stept,2008,151000,U$S,17900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918301556-bmw-x5-30-si-2008-gpdevoto-_JM#position=5&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"0,74",,
Bmw X1 2.0 Xdrive 20d Executive 177cv,2011,150000,U$S,18064,Funes - Santa Fe,https://auto.mercadolibre.com.ar/MLA-916185801-bmw-x1-20-xdrive-20d-executive-177cv-2011-_JM#position=40&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"0,74",,
Bmw Serie 3 2.5 325i Sedan Executive,2010,210000,U$S,12903,Bragado - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-913354688-bmw-serie-3-25-325i-sedan-executive-2010-_JM#position=27&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"0,74",325,i
Bmw Serie 3 3.0 335i Coupe Sportive At 306cv,2013,78000,U$S,34800,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913197171-bmw-serie-3-30-335i-coupe-sportive-at-306cv-2013-_JM#position=41&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"0,74",335,i
Bmw X3 2.0 Xdrive 20d Executive 184cv,2013,117000,U$S,23225,Corrientes - Corrientes,https://auto.mercadolibre.com.ar/MLA-911587604-bmw-x3-20-_JM#position=42&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"0,74",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2010,124000,U$S,21900,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-911213660-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM#position=22&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"0,74",135,i
Bmw 125i Executive Sport,2012,136000,U$S,19990,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-914461271-bmw-125i-executive-sport-_JM#position=48&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"0,74",125,i
Bmw Serie 3 3.0 330 Ci Coupe Sportive,2004,155000,U$S,17500,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-919935695-bmw-serie-3-30-330-ci-coupe-sportive-2004-_JM#position=43&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,74",,
Bmw X5 3.0 D Executive Stept,2008,136000,U$S,20000,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-919154566-bmw-x5-30-d-executive-stept-2008-_JM#position=40&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"0,74",,
Bmw Serie M 4.4 M5 Sedan 560cv,2014,39000,U$S,70000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-919129346-bmw-m5-sedan-560cv-_JM#position=15&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"0,74",,
Bmw X5 3.0 Xdrive 35i Executive 306cv,2011,71800,U$S,38000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920751181-bmw-x5-30i-xdrive-35i-executive-ano-2011-blanco-todoautos-_JM#position=10&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"0,74",,
Bmw Serie 3 2.0 320d Sedan Executive,2011,158000,U$S,17290,Junín - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-921853611-bmw-320d-mt-2011-_JM#position=15&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"0,74",320,d
Bmw X4 3.0 Xdrive 35i 306cv M Package,2016,56000,U$S,49000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-918964354-bmw-x4-35i-caja-automatica-ano-2016-marrocchi-exclusivos-_JM#position=29&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"0,73",,
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2016,82000,U$S,33500,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-920164578-bmw-serie-3-30-330i-sedan-sport-line-252cv-2016-_JM#position=3&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"0,73",330,i
Bmw Serie 1 2.0 118d Sport 143cv,2013,125000,U$S,22000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913557853-bmw-serie-1-20-118d-sport-143cv-2013-_JM#position=41&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"0,73",118,d
Bmw Serie 2 3.0 240i M Package,2017,53000,U$S,52000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919252919-bmw-serie-2-30-240i-m-package-2017-_JM#position=41&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"0,73",240,i
Bmw X6 3.0 Xdrive 35i Pure Extravagance,2016,32500,U$S,84900,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921487657-bmw-x6-30-xdrive-35i-pure-extravagance-_JM#position=13&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"0,73",,
Bmw Serie 3 3.0 335i Sedan M Sport Biturbo,2008,110000,U$S,25000,Mercedes - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-917667916-bmw-serie-3-30-335i-sedan-m-sport-biturbo-2008-_JM#position=15&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"0,73",335,i
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2018,79000,U$S,35000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-870951406-bmw-x1-sport-sdrive-20-turbo-de-200cv-head-up-display-2018-_JM#position=33&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"0,73",,
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,153000,U$S,18116,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-895858049-bmw-x3-20-at-_JM#position=17&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"0,73",,
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,153001,U$S,18116,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-895857369-bmw-x3-20-at-drive-exclusive-_JM#position=9&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,73",,
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,153003,U$S,18116,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-895858995-bmw-x3-20-at-drive-exclusive-_JM#position=37&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"0,73",,
Bmw X6 4.4 Xdrive 50i Premium 407cv,2010,65000,U$S,42580,Posadas - Misiones,https://auto.mercadolibre.com.ar/MLA-913046878-bmw-x6-mod2010-_JM#position=26&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"0,73",,
Bmw X5 4.8 Is Premium Stept,2008,132000,U$S,20967,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-860672900-bmw-x5-48-is-premium-stept-2008-_JM#position=46&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"0,73",,
Bmw Serie 3 2.0 320d Sedan Executive,2010,186838,U$S,14838,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916890565-bmw-320d-serie-3-executive-2010-negro-tute-cars-fernando-_JM#position=14&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"0,73",320,d
